
name,price,pulish,commit
机器学习算法 赵志勇 著  深入分析机器学习,49.90,义博图书专营店,6
大数据架构师指南 大数据架构师入门书籍+数据科学实战手册 R+,76.80,义博图书专营店,3
教孩子学编程+轻松玩转Scratch编程+给孩子的人工智能图解 ,115.50,书虫图书专营店,8
绝技：运用,56.90,义博图书专营店,0
程序设计 第3版 ,49.50,义博图书专营店,1
数据科学手册 错误和调试 探索花哨的索引 处理缺失值 记录数组 计算机,106.82,书虫图书专营店,0
PySpark实战指南：利用,44.10,广通行业标准旗舰店,0
编程(第四版) Mark Lutz 中国电力出版社,118.80,碧海箫音图书专营店,0
可以这样学 清华大学出版社 董付国 9787302456469,52.40,朝远文化图书专营店,0
自动化运维:技术与佳实践,56.58,碧海箫音图书专营店,0
数据科学导论：,40.18,碧海箫音图书专营店,0
数据科学入门 数据分析教程 掌握用,44.90,云聚算图书专营店,0
自然语言处理实战：核心技术与算法 9787111597674,44.90,翠秀文化图书专营店,0
生物信息学数据管理 9787121303821,45.50,翠秀文化图书专营店,0
测试驱动开发 使用Django S,85.00,华心图书专营店,0
金融实战+,129.90,义博图书专营店,0
包邮 数据天才：数据科学家修炼之道+,117.00,义博图书专营店,0
包邮,111.80,义博图书专营店,0
区域包邮Selenium2自动化测试实战:基于,88.20,义博图书专营店,1
【全3册】,260.40,恒久图书专营店,0
流畅的,175.00,书虫图书专营店,0
机器学习实践指南,54.51,土星图书专营店,0
包邮精通,116.60,义博图书专营店,10+
包邮 ,135.00,义博图书专营店,0
包邮 ,94.60,义博图书专营店,0
包邮 机器人系统设计与制作：,104.60,义博图书专营店,0
包邮 Web接口开发与自动化测试——基于,89.50,义博图书专营店,0
包邮 ,89.00,义博图书专营店,8
数据处理,74.30,义博图书专营店,0
包邮 从,77.50,义博图书专营店,2
正版图书  ,45.00,万品图书专营店,0
利用,91.70,书虫图书专营店,0
数据分析入门——从数据获取到可视化 计算机与互联网 书籍,41.30,青草书店专营店,0
机器学习系统设计:,48.38,碧海箫音图书专营店,0
跟老齐学,42.00,拓创图书专营店,0
全新正版！,36.70,京文联发专营店,0
预售 预计6月上旬发货 达人迷 ,57.90,云聚算图书专营店,0
零基础入门学习-水木书荟+机器学习实战  2册,88.00,义博图书专营店,0
包邮OpenCV算法精解：基于,59.00,义博图书专营店,6
地理数据处理 ,57.60,义博图书专营店,1
精通,149.90,书虫图书专营店,0
Keras快速上手 基于,56.80,义博图书专营店,1
自学,56.60,义博图书专营店,0
机器学习系统设计：,44.30,义博图书专营店,2
【全2册】流畅的,173.20,恒久图书专营店,0
零起点,97.02,书虫图书专营店,0
深度学习入门 基于,39.80,五星同辉图书专营店,0
+Spark 2 0+Hadoop机器学习与大数据实战 清华大学出版社 林大贵,75.20,朝远文化图书专营店,0
 3程序开发指南(第2版)(修订版),53.10,启东新华书店图书专营店,0
语言程序设计基础第二版,39.00,拓创图书专营店,0
基础教程(第2版修订版)/图灵程序设计丛书,67.10,淘乐思图书专营店,0
编程教程软件 ,69.80,昆山新华书店图书专营店,0
机器学习基础教程,60.00,昆山新华书店图书专营店,0
核心编程(第3版),79.20,涟水新华图书专营店,0
计算机视觉编程,55.20,东海新华图书专营店,0
从菜鸟到高手,99.84,淘乐思图书专营店,0
Head First ,84.50,翠秀文化图书专营店,0
零起点,77.00,墨马图书旗舰店,7
正版包邮 Kotlin实战+父与子的编程之旅：与小卡特一起学,118.00,蓝墨水图书专营店,0
包邮 ,117.80,蓝墨水图书专营店,0
Web接口开发与自动化测试——基于,46.00,墨马图书旗舰店,0
 金融大数据分析 ,73.20,墨马图书旗舰店,2
算法教程 ,51.00,墨马图书旗舰店,2
网络编程 第3版 ,58.40,墨马图书旗舰店,0
全栈开发实践入门 ,54.50,墨马图书旗舰店,0
机器学习 ,44.20,墨马图书旗舰店,0
包邮 ,135.80,弗洛拉图书专营店,0
数字信号处理应用 ,35.10,墨马图书旗舰店,0
程序员入门 全9册 Java+C语言+,492.00,润知天下图书专营店,0
3本 精通,147.90,华心图书专营店,0
 3学习笔记上卷雨痕 ,66.60,义博图书专营店,7
程序员面试算法宝典,50.70,土星图书专营店,0
2本 笨办法学,91.40,华心图书专营店,0
核心编程 第3版 英文版,70.70,华心图书专营店,0
包邮 ,124.80,义博图书专营店,2
集成电路静态时序分析与建模+,107.00,义博图书专营店,2
Pyt,87.50,义博图书专营店,5
包邮 ,104.00,义博图书专营店,0
区域包邮,103.00,义博图书专营店,0
 3标准库 计算机与互联网 编程语言与程序设计 计算机 网络 程序设计,152.30,书虫图书专营店,0
包邮   NLTK基础教程——用NLTK和,35.60,义博图书专营店,1
数据结构 ,101.80,书虫图书专营店,0
核心编程第三版英文版,97.02,书虫图书专营店,0
【好书推荐】  像计算机科学家一样思考,37.60,兴阅图书专营店,1
程序设计案例教程     全国高等职业教育“十三五”规划教材     机械工业出版社,44.10,广通行业标准旗舰店,0
数据挖掘入门与实践,45.40,启东新华书店图书专营店,0
图解数据结构--使用,64.78,碧海箫音图书专营店,0
包邮11招玩转网络安全用,146.80,蓝墨水图书专营店,0
【正版包邮】精通数据科学 从线性回归到深度学习+,148.00,蓝墨水图书专营店,0
包邮 ,130.80,蓝墨水图书专营店,0
【包邮】利用,133.50,蓝墨水图书专营店,0
正版包邮,115.60,蓝墨水图书专营店,0
包邮量化金融投资及其,108.80,蓝墨水图书专营店,0
正版包邮 Web安全之机器学习入门+,109.50,蓝墨水图书专营店,0
学习编程第一步 零基础上手,59.80,墨马图书旗舰店,0
中学生可以这样学,30.00,墨马图书旗舰店,2
包邮3册,211.60,蓝墨水图书专营店,0
2本  流畅的,162.90,华心图书专营店,0
数据结构与算法-,98.10,广通建筑科技图书专营店,0
包邮 ,101.70,义博图书专营店,0
和孩子一起玩编程 趣学,53.90,义博图书专营店,2
包邮 零基础入门学习,104.50,义博图书专营店,0
Selenium自动化测试 基于,35.60,义博图书专营店,2
深入浅出深度学习：原理剖析与,57.70,义博图书专营店,1
物理建模教程书籍 ,42.50,义博图书专营店,0
实用机器学习 ,53.80,义博图书专营店,2
 Web开发实战+Hibernate实战（第2版）+Spring Boot实战,188.00,蓝墨水图书专营店,0
精通,189.50,蓝墨水图书专营店,4
包邮,102.80,蓝墨水图书专营店,10+
包邮Micro,110.00,蓝墨水图书专营店,1
包邮,119.80,蓝墨水图书专营店,0
【包邮】,140.80,蓝墨水图书专营店,0
包邮,118.50,蓝墨水图书专营店,1
程序设计——从基础到开发,35.80,义博图书专营店,1
 3学习笔记 上 基于,87.22,书虫图书专营店,0
从零开始学,62.10,广通行业标准旗舰店,0
程序设计开发宝典 清华大学出版社 董付国 9787302472100,52.40,朝远文化图书专营店,0
贝叶斯思维-统计建模的,37.70,启东新华书店图书专营店,0
包邮 虫术 ,117.50,蓝墨水图书专营店,0
包邮,108.00,蓝墨水图书专营店,0
11招玩转网络安全 用,54.00,墨马图书旗舰店,0
像计算机科学家一样思考,36.20,墨马图书旗舰店,4
编程入门（第3版）  ,29.80,墨马图书旗舰店,2
数据科学入门/达人迷,53.82,土星图书专营店,0
包邮 ,130.00,蓝墨水图书专营店,1
大战机器学习：数据科学家的个小目标+面向机器学习的自然语言标注 2本,109.90,蓝墨水图书专营店,6
 3程序开发指南（第2版 修订版) ,51.00,墨马图书旗舰店,0
网络爬虫实战/,45.40,墨马图书旗舰店,6
数据挖掘入门与实践 ,43.60,墨马图书旗舰店,10+
数据分析实战/数据分析与决策技术丛书,61.62,土星图书专营店,0
零压力学,61.62,土星图书专营店,0
机器学习 预测分析核心算法 [美] Michael Bowles   鲍尔斯,41.40,碧海箫音图书专营店,0
编程从入门到精通 零基础学编程基础教程核心编程图书 网络编程web开发大数据,79.00,云聚算图书专营店,0
机器学习,60.00,昆山新华书店图书专营店,0
机器学习经典实例,47.20,东海新华图书专营店,0
流畅的,107.60,智胜图书专营店,0
机器学习 第2版（影印版）,94.20,,0
核心编程 第3版 9787115414779,64.40,翠秀文化图书专营店,0
2本 数据结构 ,120.00,华心图书专营店,0
精通,46.02,土星图书专营店,0
2本 数据结构 ,98.60,华心图书专营店,0
预测分析：,42.60,义博图书专营店,10+
 Cookbook 第三版 中文版 第3版,77.10,华心图书专营店,0
漏洞战争 软件漏洞分析精要+,144.50,义博图书专营店,8
区域包邮,89.00,义博图书专营店,3
包邮 ,95.80,义博图书专营店,0
包邮精通,88.50,义博图书专营店,1
程序设计(第3版),50.37,土星图书专营店,0
数据结构与算法 ,87.40,华心图书专营店,0
+Spark 2.0+Hadoop机器学习与大数据实战+生态系统操作与实战指南,125.80,义博图书专营店,3
包邮利用,73.60,义博图书专营店,0
包邮从芯片到云端 ,88.90,义博图书专营店,0
爬虫开发与项目实战,61.60,义博图书专营店,1
现货正版 流畅的,103.00,义博图书专营店,3
包邮,82.50,义博图书专营店,1
编程 从入门到实践+核心编程 第3版(全2册) ,144.50,书虫图书专营店,0
+Spark 2.0+Hadoop机器学习与大数据实战机器学习算法与大数据技术,73.80,义博图书专营店,5
流畅的,136.22,书虫图书专营店,0
极客项目编程 ,51.60,义博图书专营店,0
编程 从入门到实践+数据结构 ,121.00,书虫图书专营店,0
现货正版零起点,75.00,义博图书专营店,0
机器学习实践指南 程序设计 ,50.00,义博图书专营店,0
程序设计开发宝典,50.00,义博图书专营店,0
笨办法 学,85.20,书虫图书专营店,0
数据科学导论 ,35.60,义博图书专营店,2
用,101.80,书虫图书专营店,0
量化投资 以,97.02,书虫图书专营店,0
编程 从入门到实践 编程入门类图书 从基本概念到完整项目开发，帮助零基,87.22,书虫图书专营店,0
[正版二手] ,29.70,独峰书院图书专营店,0
数据处理 基础知识 用,97.02,书虫图书专营店,0
数据结构与算法 ,87.60,书虫图书专营店,0
基础教程 第3版,70.79,宿迁新华书店图书专营店,0
零基础入门学习,37.60,朝远文化图书专营店,0
物联网,40.02,碧海箫音图书专营店,0
机器人系统设计与制作：,44.30,左右视界图书专营店,0
 3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册 数据抓取指南,75.20,昆山新华书店图书专营店,0
 Cookbook中文版(第3版),86.40,东海新华图书专营店,0
从零开始学,62.40,文轩网少儿专营店,0
爬虫开发与项目实战,62.40,文轩网少儿专营店,0
全栈开发实践入门,53.80,文轩网少儿专营店,0
机器人,49.00,文轩网少儿专营店,5
与有限元,46.10,文轩网少儿专营店,1
设计模式(第2版),24.90,文轩网少儿专营店,0
精通,48.30,社科教育图书专营店,1
语言程序设计,31.59,盐城新华图书专营店,0
正版图书 ,67.00,万品图书专营店,0
程序设计,32.00,哈尔滨市学府书店图书专营店,0
数据抓取技术与实战,41.90,王府井书店旗舰店,1
测试驱动开发,96.39,墨渊图书专营店,0
高级编程（第2版）,72.09,墨渊图书专营店,0
金融实战,63.99,墨渊图书专营店,0
项目开发实战（第2版）,63.99,墨渊图书专营店,0
毫无障碍学,46.40,墨渊图书专营店,0
数据分析从入门到精通,56.58,墨渊图书专营店,0
贝叶斯分析,55.89,墨渊图书专营店,0
程序设计（第3版）,55.89,墨渊图书专营店,0
从零开始学,48.97,墨渊图书专营店,0
并行编程手册,48.38,墨渊图书专营店,0
数据分析入门:从数据获取到可视化,48.38,墨渊图书专营店,0
数据分析基础教程（第2版）,39.69,墨渊图书专营店,0
图解算法(使用,35.77,哈尔滨蜜蜂鸟图书专营店,0
参考手册（第4版·修订版）,72.09,墨渊图书专营店,0
地理数据处理,63.99,墨渊图书专营店,0
社会媒体挖掘,56.60,文轩网少儿专营店,0
游戏编程快速上手-(第4版),59.00,王府井书店旗舰店,0
语料库与,37.70,读买天下图书专营店,0
包邮,95.00,兰兴达图书专营店,9
教孩子学编程(,57.80,凤凰新华书店旗舰店,0
Web接口开发与自动化测试-基于,57.80,凤凰新华书店旗舰店,0
网络爬虫实例教程(视频讲解版),48.80,凤凰新华书店旗舰店,0
物理建模初学者指南,37.70,文轩网少儿专营店,2
极客项目编程,44.10,文轩网少儿专营店,0
编程导论(第2版),56.60,文轩网少儿专营店,0
和HDF5大数据应用,24.90,文轩网少儿专营店,2
零基础入门学习,96.90,墨马图书旗舰店,0
网络爬虫全解析——技术、原理与实践 ,56.00,旷氏文豪图书专营店,3
正版 ,28.70,旖旎春晖图书专营店,0
机器人,47.20,哈尔滨市学府书店图书专营店,0
机器学习实践-测试驱动的开发方法,51.04,王府井书店旗舰店,0
科学计算（第2版）,97.94,墨渊图书专营店,0
与量化投资,81.18,墨渊图书专营店,0
数据分析与数据化运营,82.17,墨渊图书专营店,0
从零开始学,65.57,墨渊图书专营店,0
编程从入门到精通,63.99,墨渊图书专营店,0
编程导论(第2版),55.89,墨渊图书专营店,0
数据分析（第2版）,55.89,墨渊图书专营店,0
游戏编程快速上手(第4版),51.75,凤凰新华书店旗舰店,0
 并行编程手册 计算机与互联网 书籍,41.30,读买天下图书专营店,0
趣学,46.00,读买天下图书专营店,0
程序员面试算法宝典,50.70,哈尔滨蜜蜂鸟图书专营店,0
编程从入门到精通 零基础学编程基础教程核心编程图书 网络编程web开发大数据,59.25,凤凰新华书店旗舰店,0
网络编程Linux,25.40,文轩网旗舰店,0
 Cookbook(中文版 第3版) 计算机与互联网  初中级,105.80,凤凰新华书店旗舰店,10+
应用开发实战 ,77.40,凤凰新华书店旗舰店,0
机器学习,77.40,凤凰新华书店旗舰店,0
零压力学,77.40,凤凰新华书店旗舰店,0
自动化平台测试开发-,50.40,凤凰新华书店旗舰店,0
程序设计案例教程,51.13,王府井书店旗舰店,0
语言在Abaqus中的应用(含光盘),36.48,吴城新华书店图书音像专营店,0
神经网络编程+,112.47,墨渊图书专营店,0
数据结构——,56.54,墨渊图书专营店,0
数据科学：技术详解与商业实践 ,73.00,荣丰通达图书专营店,0
程序设计案例教程,47.80,哈尔滨市学府书店图书专营店,0
利用,98.77,墨渊图书专营店,0
编程,72.09,墨渊图书专营店,0
3面向对象编程（第2版）,81.18,墨渊图书专营店,0
